Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:41:06,2023-04-03 14:41:07,0.423s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:41:07,2023-04-03 14:41:07,0.748s,PASSED
,,,,,,,
Test Cases/SCENARIO/Setup and Configuration/Special Dates/SD_TC.064 Pagination Special Dates,Chrome 111.0.0.0,,,2023-04-03 14:41:07,2023-04-03 14:41:29,21.554s,PASSED
"callTestCase(findTestCase(""login_internal""), [:], STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-04-03 14:41:08,2023-04-03 14:41:19,11.471s,PASSED
"click(findTestObject(""Object Repository/special_dates/dashboardBtn""))",Chrome 111.0.0.0,,,2023-04-03 14:41:19,2023-04-03 14:41:22,2.896s,PASSED
"click(findTestObject(""Object Repository/special_dates/setupAndConfMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:41:22,2023-04-03 14:41:23,0.634s,PASSED
"click(findTestObject(""Object Repository/special_dates/special_date_subMenu""))",Chrome 111.0.0.0,,,2023-04-03 14:41:23,2023-04-03 14:41:24,0.601s,PASSED
"click(findTestObject(""Object Repository/special_dates/breadcrumb""))",Chrome 111.0.0.0,,,2023-04-03 14:41:24,2023-04-03 14:41:25,1.341s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/special_dates/h1_title_sd""), 0)",Chrome 111.0.0.0,,,2023-04-03 14:41:25,2023-04-03 14:41:25,0.392s,PASSED
selectorType = new com.kms.katalon.core.testobject.TestObject(),Chrome 111.0.0.0,,,2023-04-03 14:41:25,2023-04-03 14:41:25,0.001s,PASSED
"selectorType.addProperty(""css"", EQUALS, "".page-link"")",Chrome 111.0.0.0,,,2023-04-03 14:41:25,2023-04-03 14:41:25,0.001s,PASSED
"typeList = findWebElements(selectorType, 30)",Chrome 111.0.0.0,,,2023-04-03 14:41:25,2023-04-03 14:41:26,0.298s,PASSED
size = typeList.size(),Chrome 111.0.0.0,,,2023-04-03 14:41:26,2023-04-03 14:41:26,0.000s,PASSED
selectorType2 = new com.kms.katalon.core.testobject.TestObject(),Chrome 111.0.0.0,,,2023-04-03 14:41:26,2023-04-03 14:41:26,0.001s,PASSED
"selectorType2.addProperty(""xpath"", EQUALS, ""//li[@class='paginate_button page-item next disabled']"")",Chrome 111.0.0.0,,,2023-04-03 14:41:26,2023-04-03 14:41:26,0.000s,PASSED
"if (verifyElementNotPresent(selectorType2, 1, OPTIONAL))",Chrome 111.0.0.0,,,2023-04-03 14:41:26,2023-04-03 14:41:27,1.488s,PASSED
else,Chrome 111.0.0.0,,,2023-04-03 14:41:27,2023-04-03 14:41:28,0.589s,PASSED
takeScreenshot(),Chrome 111.0.0.0,,,2023-04-03 14:41:28,2023-04-03 14:41:28,0.509s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-04-03 14:41:28,2023-04-03 14:41:29,0.874s,PASSED
